Ticker,Short Name,Market Cap,Rank(Current Market Cap),Market Cap,Price:D-1,P/E,Total Return YTD,Industry Sector,Industry Group,INDUSTRY_SUBGROUP,cap,shares
TCDA US Equity,TRICIDA INC,689.34M,2844,689.34M,13.8,--,-63.43,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs,686171406.1,50048972
CTS US Equity,CTS CORP,673.10M,2871,673.10M,20.86,22.93,-30.22,Technology,Semiconductors,Electronic Compo-Semicon,686007560.2,32267524
TRVG US Equity,TRIVAGO NV-ADR,657.14M,2898,657.14M,1.86,--,-29.01,Communications,Internet,E-Commerce/Services,685403158.2,55112630
ZIOP US Equity,ZIOPHARM ONCOLOG,705.00M,2808,705.00M,3.29,--,-30.3,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,685283008,214150940
FSTA US Equity,FID-CON STAPLES,683.47M,2857,683.47M,37.67,--,1.44,Funds,Equity Fund,Unclassified,685230041.5,18200000
QNST US Equity,QUINSTREET INC,639.54M,2937,639.54M,12.31,138.15,-19.6,Communications,Internet,E-Marketing/Info,684474819.9,51952548
HY US Equity,HYSTER-YALE,695.39M,2829,695.39M,41.4,18.43,-28.71,Industrial,Machinery-Constr&Mining,Machinery-Constr&Mining,684307213.4,12939462
DUO US Equity,FANGDD NETWO-ADR,681.09M,2860,681.09M,8.53,--,-45.04,Financial,Real Estate,Real Estate Mgmnt/Servic,683488302.6,55049242
ECHO US Equity,ECHO GLOBAL LOGI,683.34M,2858,683.34M,25.68,149.61,24.06,Industrial,Transportation,Transport-Services,682139172.4,26609681
TREB/U US Equity,TREBIA ACQUISITI,666.93M,2880,666.93M,10.31,--,--,Diversified,Holding Companies-Divers,Specified Purpose Acquis,681806250,64687500
TRTX US Equity,TPG RE FINANCE T,694.82M,2831,694.82M,8.92,--,-52.73,Financial,REITS,REITS-Mortgage,681581092.5,76756317
BSJM US Equity,INVESCO BULLETSH,680.42M,2864,680.42M,23.08,--,-3.04,Funds,Debt Fund,Unclassified,681155029.3,29500000
CII US Equity,BLACKROCK-ENH CA,673.73M,2870,673.73M,15.27,--,-7.75,Financial,Closed-end Funds,Closed-end Funds,679910766.6,44121400
BCSF US Equity,BAIN CAPITAL SPE,664.99M,2886,664.99M,10.3,6.89,-42.8,Financial,Investment Companies,Investment Companies,679195027.8,64562265
IMAX US Equity,IMAX CORP,700.40M,2817,700.40M,11.9,--,-41.75,"Consumer, Cyclical",Entertainment,Motion Pictures&Services,675683365.3,58857436
CASH US Equity,META FINANCIAL G,657.65M,2897,657.65M,18.99,5.45,-47.77,Financial,Banks,Commer Banks-Central US,674268685.2,34631160
MYD US Equity,BLACKROCK-MU YLD,674.18M,2869,674.18M,14.37,--,-0.21,Financial,Closed-end Funds,Closed-end Funds,674236022.9,46919695
SBLK US Equity,STAR BULK CARRIE,689.81M,2842,689.81M,7.18,--,-38.85,Industrial,Transportation,Transport-Marine,673482224,96074497
MGNI US Equity,MAGNITE INC,687.40M,2848,687.40M,6.4,--,-21.57,Communications,Internet,E-Marketing/Info,673438303.6,107406428
RBBN US Equity,RIBBON COMMUNICA,687.66M,2847,687.66M,4.75,134.94,53.23,Communications,Telecommunications,Wireless Equipment,673186159.1,144771217
PWV US Equity,INVESCO DYNAMIC,671.22M,2874,671.22M,34.6,--,-14.79,Funds,Equity Fund,Value-Large Cap,672581054.7,19450000
OFG US Equity,OFG BANCORP,678.72M,2866,678.72M,13.22,20.99,-43.36,Financial,Banks,Commer Banks-Southern US,672561624.2,51340582
SGH US Equity,SMART GLOBAL HOL,680.57M,2861,680.57M,28.17,42.07,-25.75,Industrial,Electronics,Electronic Compo-Misc,671870522.3,24159314
FORR US Equity,FORRESTER RESEAR,652.47M,2904,652.47M,34.78,37.45,-16.59,"Consumer, Non-cyclical",Commercial Services,Consulting Services,671795600,18760000
FINX US Equity,GLOBAL X FINTECH,664.99M,2887,664.99M,36.91,--,21.5,Funds,Equity Fund,Unclassified,671760009.8,18000000
IQI US Equity,INVESCO QUALITY,672.68M,2872,672.68M,12.66,--,3.52,Financial,Closed-end Funds,Closed-end Funds,671624206.5,52883797
PBFX US Equity,PBF LOGISTICS LP,639.10M,2942,639.10M,10.25,4.97,-46.62,Energy,Pipelines,Pipelines,670896641.6,62350989
VECO US Equity,VEECO INSTRUMENT,680.53M,2862,680.53M,13.72,--,-6.61,Technology,Semiconductors,Semiconductor Equipment,670353770.8,49619080
HLX US Equity,HELIX ENERGY SOL,691.77M,2839,691.77M,4.61,21.38,-52.13,Energy,Oil&Gas Services,Oil-Field Services,669264179.2,150059233
BFK US Equity,BLACKROCK MUNI I,665.93M,2882,665.93M,14.88,--,8.02,Financial,Closed-end Funds,Closed-end Funds,668617675.8,44843572
IYT US Equity,ISHARES TRANSPOR,665.87M,2883,665.87M,180.63,--,-6.82,Funds,Equity Fund,Undefined Equity,667840515.1,3650000
JAGG US Equity,JPM US AGG BOND,665.28M,2884,665.28M,28.25,--,7.64,Funds,Debt Fund,Unclassified,665520019.5,23500000
ACCO US Equity,ACCO BRANDS CORP,631.01M,2951,631.01M,6.68,7.27,-26.9,"Consumer, Non-cyclical",Household Products/Wares,Office Supplies&Forms,665013514.9,94462147
ETACU US Equity,E.MERGE TECHNOLO,665.16M,2885,665.16M,10.01,--,--,Diversified,Holding Companies-Divers,Specified Purpose Acquis,664500000,66450000
PRVB US Equity,PROVENTION BIO I,622.83M,2967,622.83M,11.11,--,-25.44,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,664105014.8,56280086
PFFD US Equity,GLOBAL X US PREF,664.90M,2888,664.90M,24.54,--,1.35,Funds,Debt Fund,Unclassified,664088989.3,27150000
OCSL US Equity,OAKTREE SPECIALT,649.83M,2912,649.83M,4.61,--,-11.66,Financial,Investment Companies,Investment Companies,663924666.2,140960651
LORL US Equity,LORAL SPACE & CO,647.42M,2918,647.42M,20.93,--,-15.44,Communications,Telecommunications,Satellite Telecom,662888853.9,21427078
NAT US Equity,NORDIC AMERICAN,661.07M,2892,661.07M,4.49,30.2,-3.84,Industrial,Transportation,Transport-Marine,662537853,147230634
TBK US Equity,TRIUMPH BANCORP,670.62M,2875,670.62M,27.12,12.18,-28.67,Financial,Banks,Commer Banks-Central US,662456556.5,24727755
MDXG US Equity,MIMEDX GROUP INC,650.72M,2908,650.72M,5.9,--,-22.16,"Consumer, Non-cyclical",Healthcare-Products,Medical Products,661751178,110291863
NESR US Equity,NATIONAL ENERGY,643.96M,2926,643.96M,7.36,18.53,-19.3,Energy,Oil&Gas Services,Oil-Field Services,661463870.8,87495221
LVHD US Equity,LM LO VOL DI ETF,668.72M,2878,668.72M,29.66,--,-11.96,Funds,Equity Fund,Unclassified,660928039.6,22450000
FBM US Equity,FOUNDATION BUILD,680.49M,2863,680.49M,15.75,15.26,-18.6,"Consumer, Cyclical",Retail,Retail-Building Products,660186396.5,43205916
BLFS US Equity,BIOLIFE SOLUTION,669.01M,2877,669.01M,20.95,155.72,29.48,"Consumer, Non-cyclical",Healthcare-Products,Disposable Medical Prod,660067863.4,31933617
PDT US Equity,JOHN HAN PREM DV,659.27M,2895,659.27M,13.64,--,-20.99,Financial,Closed-end Funds,Closed-end Funds,659759704.6,48583189
JKG US Equity,ISHARES MORNINGS,656.43M,2900,656.43M,199.47,--,-4.1,Funds,Equity Fund,Growth & Income-Mid Cap,658881958,3300000
FREQ US Equity,FREQUENCY THERAP,669.26M,2876,669.26M,21.58,--,23.1,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,658097854.7,31013094
MFEM US Equity,PIMCO RAFI DYNAM,656.34M,2901,656.34M,22.69,--,-7.86,Funds,Equity Fund,Unclassified,657351562.5,28920000
AGM US Equity,FED AGRI MTG-C,649.46M,2913,649.46M,61.07,9.73,-24.92,Financial,Diversified Finan Serv,Finance-Mtge Loan/Banker,656925574.9,9197805
MOBL US Equity,MOBILEIRON INC,679.09M,2865,679.09M,5.81,--,19.55,Technology,Software,Enterprise Software/Serv,656885292.5,116883504
GSAT US Equity,GLOBALSTAR INC,639.26M,2940,639.26M,0.38,--,-26.14,Communications,Telecommunications,Satellite Telecom,656438144.7,1670326068
LDEM US Equity,I/S ESG MSCI EM,652.00M,2905,652.00M,51.81,--,--,Funds,Equity Fund,Unclassified,656021240.2,12500000
AINV US Equity,APOLLO INV CORP,644.43M,2925,644.43M,9.88,4.59,-37.6,Financial,Investment Companies,Investment Companies,655776966,67259176
OYST US Equity,OYSTER POINT PHA,693.01M,2834,693.01M,26.91,--,10.11,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,655669826.9,25752939
IWX US Equity,ISHARES RUSSELL,652.85M,2903,652.85M,51.33,--,-11.09,Funds,Equity Fund,Value-Large Cap,655222473.1,12750000
UFCS US Equity,UNITED FIRE GROU,664.58M,2889,664.58M,26.55,--,-38.06,Financial,Insurance,Property/Casualty Ins,655067393.8,25031234
UEIC US Equity,UNIVERSAL ELEC,676.59M,2868,676.59M,48.63,19.08,-6.95,"Consumer, Cyclical",Home Furnishings,Audio/Video Products,654607544,13913019
KDMN US Equity,KADMON HOLDINGS,630.74M,2952,630.74M,3.7,--,-18.32,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs,653743595.9,171137067
NRIX US Equity,NURIX THERAPEUTI,648.16M,2916,648.16M,17.5,--,--,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,652609489.5,37037996
ATEN US Equity,A10 NETWORKS INC,650.71M,2910,650.71M,8.35,165.65,21.54,Communications,Telecommunications,Networking Products,651485578.9,77928897
FXN US Equity,FIRST TR ENERGY,651.36M,2907,651.36M,7.04,--,-32.64,Funds,Equity Fund,Sector Fund-Energy,651360046.4,94400002
BPYU US Equity,BROOKFIELD PRO-A,660.74M,2893,660.74M,11.82,--,-32.6,Financial,REITS,REITS-Regional Malls,651236619.4,55900139
LGLV US Equity,SPDR SSGA US LAR,646.86M,2920,646.86M,107.7,--,-4.66,Funds,Equity Fund,Growth&Income-Large Cap,650221923.8,6010000
EGRX US Equity,EAGLE PHARMACEUT,668.38M,2879,668.38M,48.84,123.5,-18.71,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs,649974679.4,13685118
KELYA US Equity,KELLY SERVICES-A,619.40M,2973,619.40M,15.87,7.26,-29.45,"Consumer, Non-cyclical",Commercial Services,Consulting Services,649854753.3,35830916
SHYF US Equity,SHYFT GROUP INC/,686.39M,2850,686.39M,19.52,16.92,8.3,"Consumer, Cyclical",Auto Parts&Equipment,Auto/Trk Prts&Equip-Orig,649418926.9,35565111
KNL US Equity,KNOLL INC,643.19M,2928,643.19M,12.68,8.09,-48.97,"Consumer, Cyclical",Office Furnishings,Office Furnishings-Orig,649276416,50724720
XENT US Equity,INTERSECT ENT IN,639.33M,2939,639.33M,19.55,--,-21.49,"Consumer, Non-cyclical",Healthcare-Products,Medical Products,648482325.7,32702084
RST US Equity,ROSETTA STONE IN,671.67M,2873,671.67M,27.33,--,50.66,Technology,Software,Educational Software,647587244.1,24576366
PFN US Equity,PIMCO-INC STR II,646.75M,2921,646.75M,9.12,--,-8.52,Financial,Closed-end Funds,Closed-end Funds,646747070.3,70760068
RBCAA US Equity,REPUBLIC BNCRP-A,650.72M,2909,650.72M,31.14,8.16,-32.29,Financial,Banks,Commer Banks-Southern US,646536812.7,18696620
SDIV US Equity,GLOBAL X SUPERDI,642.97M,2929,642.97M,11.35,--,-32.37,Funds,Equity Fund,Global Equity,646372009.3,57100000
HZO US Equity,MARINEMAX INC,657.06M,2899,657.06M,30.38,11.45,82.03,"Consumer, Cyclical",Retail,Retail-Leisure Products,646248942.7,21628144
TPC US Equity,TUTOR PERINI COR,654.44M,2902,654.44M,12.89,4.41,0.23,Industrial,Engineering&Construction,Building-Heavy Construct,645810783.4,50771288
BOOT US Equity,BOOT BARN HOLDIN,646.95M,2919,646.95M,22.42,17.24,-49.65,"Consumer, Cyclical",Retail,Retail-Apparel/Shoe,645795332.9,28855913
SRDX US Equity,SURMODICS INC,661.76M,2890,661.76M,48.48,71.34,17.02,"Consumer, Non-cyclical",Healthcare-Products,Medical Products,645519613.2,13650235
PCN US Equity,PIMCO CORPORATE,639.35M,2938,639.35M,15.94,--,-12.64,Financial,Closed-end Funds,Closed-end Funds,643602417,39900956
PEY US Equity,INVESCO HIGH YIE,641.36M,2933,641.36M,14.8,--,-19.69,Funds,Equity Fund,Aggressive Growth,642664001.5,43600000
WIMI US Equity,WIMI HOLOGRAM-AD,596.39M,3028,596.39M,8.93,71.68,--,Technology,Software,Computer Software,642468871.7,56726921
DVYE US Equity,ISHARES EMERGING,641.60M,2931,641.60M,32.11,--,-18.16,Funds,Equity Fund,Emerging Market-Equity,642201477.1,20050000
ETJ US Equity,EATON VANCE RISK,640.60M,2934,640.60M,10.01,--,13.8,Financial,Closed-end Funds,Closed-end Funds,641491333,63829983
PETS US Equity,PETMED EXPRESS,641.61M,2930,641.61M,31.65,22.31,38.44,"Consumer, Cyclical",Retail,Retail-Pet Food&Supplies,641002916.6,20272072
KFRC US Equity,KFORCE INC,648.01M,2917,648.01M,29.56,11.64,-24.6,"Consumer, Non-cyclical",Commercial Services,Human Resources,640779592.3,21921984
HMST US Equity,HOMESTREET INC,650.65M,2911,650.65M,28.28,12.07,-15.91,Financial,Banks,Commer Banks-Western US,640756090,23007400
OFIX US Equity,ORTHOFIX MEDICAL,638.29M,2943,638.29M,33.24,--,-28.02,"Consumer, Non-cyclical",Healthcare-Products,Medical Products,640320936.4,19327526
XLWH US Equity,XINLIWANG INTERN,533.49M,3171,533.49M,0.05,--,-21.88,Energy,Energy-Alternate Sources,Energy-Alternate Sources,640191317,10669855284
CRMT US Equity,AMERICA'S CAR-MA,661.48M,2891,661.48M,96.93,12.78,-11.61,"Consumer, Cyclical",Retail,Retail-Automobile,640189646.8,6824322
STPZ US Equity,PIMCO 1-5 YR TIP,639.91M,2936,639.91M,53.84,--,3.42,Funds,Debt Fund,Govt/Agency-ST/Inter,639436889.6,11870000
PPR US Equity,VOYA PRIME RATE,640.54M,2935,640.54M,4.38,--,-10.34,Financial,Closed-end Funds,Closed-end Funds,639431030.3,145656273
KYN US Equity,KAYNE ANDERSON M,636.74M,2945,636.74M,5.03,--,-61.38,Financial,Closed-end Funds,Closed-end Funds,639265808.1,126337114
GSBD US Equity,GOLDMAN SACHS BD,644.81M,2924,644.81M,15.96,8.37,-20.13,Financial,Investment Companies,Investment Companies,638345864.6,40401637
AIR US Equity,AAR CORP,639.12M,2941,639.12M,18.18,8.45,-59.46,Industrial,Aerospace/Defense,Aerospace/Defense-Equip,637718429.9,35155371
IMXI US Equity,INTERNATIONAL MO,629.09M,2955,629.09M,16.54,22.81,37.38,Financial,Diversified Finan Serv,Finance-Consumer Loans,637693899.1,38048562
PAR US Equity,PAR TECHNOLOGY,628.86M,2957,628.86M,34.47,--,12.13,Technology,Computers,Computers-Integrated Sys,637616336.4,18243672
VTHR US Equity,VANG RUSS 3000,634.33M,2947,634.33M,151.09,--,4.14,Funds,Equity Fund,Growth&Income-Large Cap,637223999,4200000
OIH US Equity,VANECK OIL SRVS,634.15M,2948,634.15M,137.11,--,-48.26,Funds,Equity Fund,Sector Fund-Energy,635527648.9,4750543
NBB US Equity,NVN-TAX MUNI INC,626.02M,2960,626.02M,22.81,--,7.73,Financial,Closed-end Funds,Closed-end Funds,634779785.2,27372996
FLXN US Equity,FLEXION THERAPEU,622.39M,2968,622.39M,12.63,--,-39.01,"Consumer, Non-cyclical",Pharmaceuticals,Therapeutics,634470279.3,49298390
HIO US Equity,WA-HI INC OPP,633.99M,2949,633.99M,4.96,--,2.9,Financial,Closed-end Funds,Closed-end Funds,633994751,126798953
NPK US Equity,NATL PRESTO INDS,628.57M,2958,628.57M,89.55,13.5,9.05,Industrial,Aerospace/Defense,Aerospace/Defense,633905216.3,7019214
WNC US Equity,WABASH NATIONAL,645.01M,2923,645.01M,12.19,16.73,-15.32,"Consumer, Cyclical",Auto Manufacturers,Auto-Truck Trailers,633897596.2,52912988
PLAY US Equity,DAVE & BUSTER'S,615.46M,2986,615.46M,12.97,35.36,-67.59,"Consumer, Cyclical",Retail,Retail-Restaurants,633493972.2,47452732
NID US Equity,NUV INT DUR MUNI,633.28M,2950,633.28M,13.42,--,-1.33,Financial,Closed-end Funds,Closed-end Funds,633280395.5,46909660
CFO US Equity,VICTORYSHARES US,630.25M,2953,630.25M,54.06,--,3.3,Funds,Equity Fund,Unclassified,633203979.5,11700000
EBON US Equity,EBANG INTL HLD-A,612.21M,2988,612.21M,4.67,--,--,Communications,Telecommunications,Networking Products,633186918,84468817
FINV US Equity,FINVOLUTION GROU,645.12M,2922,645.12M,2.11,10.74,-14.59,Financial,Diversified Finan Serv,Finance-Consumer Loans,632891636.6,188544752
MGIC US Equity,MAGIC SOFTWARE,643.56M,2927,643.56M,13.14,28.26,35.32,Technology,Software,Applications Software,632783550.6,48977055
HLIT US Equity,HARMONIC INC,634.75M,2946,634.75M,6.51,--,-16.47,Communications,Telecommunications,Telecommunication Equip,632314917.4,97429109
VREX US Equity,VAREX IMAGIN,649.45M,2914,649.45M,16.61,32.44,-44.28,"Consumer, Non-cyclical",Healthcare-Products,X-Ray Equipment,630683000,39100000
PACB US Equity,PACIFIC BIOSCIEN,603.95M,3015,603.95M,3.92,--,-23.74,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,629988022.3,154408829
BOE US Equity,BLACKROCK ENHANC,629.37M,2954,629.37M,9.75,--,-7.06,Financial,Closed-end Funds,Closed-end Funds,629365844.7,64816254
VNDA US Equity,VANDA PHARMACEUT,601.15M,3021,601.15M,11.02,5.44,-32.85,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs,628491088.5,54651399
FTA US Equity,FIRST TRUST LARG,624.83M,2963,624.83M,47.24,--,-15.42,Funds,Equity Fund,Value-Large Cap,626866333,13300002
LOCO US Equity,EL POLLO LOCO HO,618.22M,2979,618.22M,17.21,23.71,13.67,"Consumer, Cyclical",Retail,Retail-Restaurants,626840627.6,35922099
CKH US Equity,SEACOR HOLDINGS,620.77M,2970,620.77M,30.52,144.16,-29.27,Industrial,Transportation,Transport-Marine,626460942.8,20339641
SIG US Equity,SIGNET JEWELERS,641.48M,2932,641.48M,12.26,6.68,-42.81,"Consumer, Cyclical",Retail,Retail-Jewelry,626304394.8,52322840
GOAC/U US Equity,GO ACQUISITION C,625.00M,2962,625.00M,10,--,--,Diversified,Holding Companies-Divers,Specified Purpose Acquis,625000000,62500000
GTHX US Equity,G1 THERAPEUTICS,591.89M,3034,591.89M,15.57,--,-41.09,"Consumer, Non-cyclical",Pharmaceuticals,Therapeutics,623819635.2,38014603
APRE US Equity,APREA THERAPEUTI,625.54M,2961,625.54M,29.71,--,-35.26,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,623433871.6,21054842
ONE US Equity,ONESMART INT-ADR,611.91M,2990,611.91M,3.77,756.54,-43.48,"Consumer, Non-cyclical",Commercial Services,Schools,623272075.8,104889386
SPYX US Equity,SPDR S&P 500 FOS,618.34M,2977,618.34M,82.25,--,5.33,Funds,Equity Fund,Unclassified,621677795.4,7510000
TZA US Equity,DIR SMCAP BEAR3X,581.29M,3064,581.29M,16.56,--,-52.81,Funds,Equity Fund,Growth&Income-Small Cap,620406860.4,37441573
RPV US Equity,INVESCO S&P 500,619.78M,2971,619.78M,50.26,--,-25.98,Funds,Equity Fund,Unclassified,620275756.8,12452836
KXI US Equity,ISHARES GLOBAL C,619.13M,2975,619.13M,55.05,--,0.35,Funds,Equity Fund,Undefined Equity,620257019,11300000
GOOD US Equity,GLADSTONE COMMER,611.36M,2991,611.36M,17.95,--,-13.31,Financial,REITS,REITS-Diversified,620215394.8,34049706
MYRG US Equity,MYR GROUP INC/DE,617.23M,2980,617.23M,36.94,14.45,13.35,Industrial,Engineering&Construction,Building&Construct-Misc,619566939,16708925
KBA US Equity,KRANESH CHINA A,616.46M,2982,616.46M,40.2,--,23.23,Funds,Equity Fund,Unclassified,619526001,15350000
EPI US Equity,WISDOMTREE INDIA,618.97M,2976,618.97M,22.4,--,-9.48,Funds,Equity Fund,Country Fund-India,619514038.1,27400000
SCSC US Equity,SCANSOURCE INC,626.80M,2959,626.80M,24.73,13.2,-33.07,"Consumer, Cyclical",Distribution/Wholesale,Distribution/Wholesale,618944167.4,25345789
ROM US Equity,PRO ULTRA TECH,607.95M,3001,607.95M,219.67,--,38.31,Funds,Equity Fund,Sector Fund-Technology,618084533.7,2725000
SDOW US Equity,PRO UPROSH DOW30,607.07M,3003,607.07M,20.13,--,-47.07,Funds,Equity Fund,Growth & Income,615668457,31283965
CARS US Equity,CARS.COM INC,583.97M,3053,583.97M,8.69,--,-28.89,Communications,Internet,E-Commerce/Services,614880247.1,67200027
AVRO US Equity,AVROBIO INC,588.10M,3042,588.10M,16.32,--,-18.93,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,614786746.4,36442605
NTUS US Equity,NATUS MEDICAL,616.12M,2983,616.12M,18.19,14.54,-44.86,"Consumer, Non-cyclical",Healthcare-Products,Medical Instruments,614765311.1,33871367
GLDD US Equity,GREAT LAKES DRED,620.89M,2969,620.89M,9.56,8.73,-15.62,Industrial,Engineering&Construction,Building-Heavy Construct,614073431.2,64946952
CYH US Equity,COMMUNITY HEALTH,605.27M,3009,605.27M,5.06,--,74.48,"Consumer, Non-cyclical",Healthcare-Services,Medical-Hospitals,613645387.9,119618984
COLL US Equity,COLLEGIUM PHARMA,597.64M,3026,597.64M,17.31,--,-15.89,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs,613175544,34525650
DBD US Equity,DIEBOLD NIXDORF,624.50M,2965,624.50M,8.04,--,-23.86,Technology,Computers,Computers-Integrated Sys,612852530.9,77674592
WIFI US Equity,BOINGO WIRELESS,599.83M,3023,599.83M,13.49,--,23.2,Communications,Internet,Internet Connectiv Svcs,611838400,44465000
DWX US Equity,SPDR S&P INTL,609.87M,2994,609.87M,34.34,--,-12.62,Funds,Equity Fund,International Equity,611119567.9,17801326
MUC US Equity,BLACKROCK-MUH CA,609.71M,2996,609.71M,14.85,--,8.7,Financial,Closed-end Funds,Closed-end Funds,610936950.7,41002483
EOI US Equity,EATON VA-EN EQ I,608.34M,2999,608.34M,15.44,--,1.67,Financial,Closed-end Funds,Closed-end Funds,610700134.3,39323898
VCV US Equity,INVESCO CA V M I,606.35M,3006,606.35M,12.63,--,1.05,Financial,Closed-end Funds,Closed-end Funds,609697143.6,47856921
GGN US Equity,GAMCO GLOBAL GOL,608.03M,3000,608.03M,3.77,--,-5.72,Financial,Closed-end Funds,Closed-end Funds,609672973.6,164776481
UTL US Equity,UNITIL CORP,611.14M,2992,611.14M,40.75,18.97,-33.15,Utilities,Electric,Electric-Distribution,609641423.9,14997329
ARR US Equity,ARMOUR RESIDENTI,613.26M,2987,613.26M,9.48,--,-44.19,Financial,REITS,REITS-Mortgage,609376634.9,64689664
EBSB US Equity,MERIDIAN BANCORP,606.35M,3005,606.35M,11.57,8.94,-41.55,Financial,Savings&Loans,S&L/Thrifts-Eastern US,608447348.2,52407179
WINA US Equity,WINMARK CORP,606.81M,3004,606.81M,162.64,21.67,-17.85,"Consumer, Cyclical",Retail,Retail-Apparel/Shoe,607965146.4,3730992
PACK US Equity,RANPAK HOLDINGS,599.19M,3024,599.19M,8.43,--,3.44,Industrial,Machinery-Diversified,Machinery-General Indust,607715497.8,64566543
DDS US Equity,DILLARDS INC-A,616.06M,2984,616.06M,26.52,--,-63.57,"Consumer, Cyclical",Retail,Retail-Regnl Dept Store,607697506.3,19219626
RDIV US Equity,INV S&P ULTR DVD,617.06M,2981,617.06M,28.25,--,-26.95,Funds,Equity Fund,Unclassified,606632995.6,21650000
FNX US Equity,FIRST TR MID CAP,604.76M,3013,604.76M,66.85,--,-7.33,Funds,Equity Fund,Growth & Income-Mid Cap,606515136.7,9100002
NGL US Equity,NGL ENERGY PARTN,619.39M,2974,619.39M,4.81,--,-52.42,Energy,Pipelines,Pipelines,606514777.7,128771715
PTGX US Equity,PROTAGONIST THER,570.93M,3082,570.93M,16.58,--,135.18,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs,605482519.6,36807448
METX US Equity,METEN EDTECHX ED,609.67M,2997,609.67M,11.44,419.61,11.39,"Consumer, Non-cyclical",Commercial Services,Schools,605406685.1,53292842
INN US Equity,SUMMIT HOTEL PRO,609.87M,2995,609.87M,5.77,--,-52.51,Financial,REITS,REITS-Hotels,604584231.7,105696544
